Record_ID,Timestamp,Soil_Moisture,Soil_Temperature,Soil_pH,Humidity,Ambient_Temperature,Solar_Radiation,Wind_Speed,NDVI_Index,5G_Latency_ms,Plant_Health_Status
975,2024-02-10 14:00:00,6.25,19.61,6.13,65.53,25.74,792.12,9.83,0.232,2.49,High Stress
976,2024-02-10 15:00:00,15.49,10.63,6.62,58.34,28.86,558.5,7.14,0.619,6.84,Healthy
977,2024-02-10 16:00:00,28.8,30.97,5.81,78.66,23.22,950.02,0.81,0.608,3.2,Healthy
978,2024-02-10 17:00:00,7.06,10.29,6.01,83.82,33.01,789.33,0.54,0.354,9.13,Moderate Stress
979,2024-02-10 18:00:00,24.85,27.59,5.5,80.13,31.09,566.34,1.85,0.721,1.9,Healthy
980,2024-02-10 19:00:00,28.87,34.26,5.6,32.52,23.32,655.47,7.33,0.756,6.91,Moderate Stress
981,2024-02-10 20:00:00,18.37,20.94,7.94,42.62,33.87,754.09,2.0,0.394,8.12,High Stress
982,2024-02-10 21:00:00,35.84,15.87,6.11,64.88,31.22,673.75,5.21,0.458,4.19,Moderate Stress
983,2024-02-10 22:00:00,9.26,27.62,7.16,90.76,30.94,902.96,1.11,0.943,9.59,High Stress
984,2024-02-10 23:00:00,8.01,30.43,7.6,84.27,28.84,485.51,9.22,0.481,8.66,Moderate Stress
985,2024-02-11 00:00:00,34.13,23.66,6.88,84.76,15.28,439.91,3.57,0.771,3.65,Healthy
986,2024-02-11 01:00:00,24.82,34.18,5.88,49.71,32.41,371.07,9.1,0.54,1.07,Healthy
987,2024-02-11 02:00:00,32.54,11.29,7.32,57.91,24.4,230.23,9.46,0.795,3.67,Moderate Stress
988,2024-02-11 03:00:00,22.39,22.62,7.0,60.6,38.57,234.41,0.26,0.777,3.53,High Stress
989,2024-02-11 04:00:00,14.86,27.96,7.33,40.23,35.45,896.04,4.75,0.701,9.01,High Stress
990,2024-02-11 05:00:00,37.76,31.57,7.42,32.02,29.69,742.71,0.44,0.841,9.7,Moderate Stress
991,2024-02-11 06:00:00,36.98,14.48,7.94,91.55,21.3,728.43,9.11,0.904,1.63,Healthy
992,2024-02-11 07:00:00,32.79,30.0,6.93,45.65,20.09,691.71,5.28,0.635,5.24,High Stress
993,2024-02-11 08:00:00,15.89,23.82,6.35,45.6,23.51,879.38,0.93,0.378,5.93,Moderate Stress
994,2024-02-11 09:00:00,28.61,19.91,7.12,35.42,26.91,584.21,1.28,0.499,1.84,High Stress
995,2024-02-11 10:00:00,19.44,13.29,5.67,90.35,22.4,896.33,3.96,0.769,4.4,Healthy
996,2024-02-11 11:00:00,8.66,31.63,7.74,67.68,27.87,487.56,9.41,0.688,3.85,High Stress
997,2024-02-11 12:00:00,41.69,13.93,5.8,73.36,19.13,941.37,6.99,0.333,5.82,Moderate Stress
998,2024-02-11 13:00:00,10.47,17.74,6.32,89.25,39.44,758.93,8.7,0.238,6.95,High Stress
999,2024-02-11 14:00:00,43.01,17.25,7.54,52.47,17.7,405.74,3.79,0.712,7.33,High Stress
1000,2024-02-11 15:00:00,22.84,31.79,6.99,70.4,38.3,651.27,0.62,0.388,2.23,Healthy
1001,2024-02-11 16:00:00,12.41,26.82,6.48,32.52,37.84,626.42,9.75,0.575,8.32,Healthy
1002,2024-02-11 17:00:00,26.68,29.92,6.68,42.14,28.13,310.32,0.37,0.76,7.11,Healthy
1003,2024-02-11 18:00:00,39.92,16.26,7.64,84.03,33.12,672.99,9.49,0.622,9.0,Healthy
1004,2024-02-11 19:00:00,34.29,25.62,6.35,79.84,25.9,451.83,3.81,0.262,5.04,Moderate Stress
1005,2024-02-11 20:00:00,37.26,24.29,7.67,52.79,30.75,241.88,0.3,0.339,9.05,High Stress
1006,2024-02-11 21:00:00,31.35,30.82,5.72,54.49,23.51,958.92,6.95,0.364,8.79,High Stress
1007,2024-02-11 22:00:00,32.69,32.65,7.44,64.68,22.53,713.19,9.81,0.393,4.95,High Stress
1008,2024-02-11 23:00:00,38.97,10.3,7.62,30.02,29.46,901.54,9.66,0.624,4.43,High Stress
1009,2024-02-12 00:00:00,14.99,26.85,5.95,45.68,27.45,740.84,1.78,0.578,9.4,Moderate Stress
1010,2024-02-12 01:00:00,24.58,11.3,6.58,43.54,29.49,485.59,1.98,0.352,7.44,Healthy
1011,2024-02-12 02:00:00,13.85,23.72,5.91,46.28,22.17,610.15,5.74,0.251,9.35,High Stress
1012,2024-02-12 03:00:00,44.51,17.19,7.27,82.38,24.17,740.6,6.45,0.329,8.17,High Stress
1013,2024-02-12 04:00:00,42.76,17.67,6.84,48.18,17.1,968.2,7.45,0.938,6.48,Healthy
1014,2024-02-12 05:00:00,6.58,18.82,7.09,42.45,16.31,402.94,1.97,0.551,2.04,Healthy
1015,2024-02-12 06:00:00,33.22,25.53,5.99,62.78,21.34,899.98,9.6,0.851,3.62,High Stress
1016,2024-02-12 07:00:00,42.01,18.35,6.03,86.27,16.86,939.26,6.46,0.837,9.72,Healthy
1017,2024-02-12 08:00:00,12.22,28.32,5.6,45.69,17.59,736.33,8.5,0.584,3.87,High Stress
1018,2024-02-12 09:00:00,27.72,20.11,6.31,35.1,35.32,945.01,5.49,0.73,1.84,High Stress
1019,2024-02-12 10:00:00,41.62,11.71,6.9,53.17,15.97,518.3,4.26,0.345,7.37,High Stress
1020,2024-02-12 11:00:00,6.36,29.59,7.64,78.6,31.47,962.41,9.78,0.716,7.61,High Stress
1021,2024-02-12 12:00:00,32.9,17.14,7.17,65.79,21.81,762.23,5.9,0.404,3.57,High Stress
1022,2024-02-12 13:00:00,16.89,20.82,6.59,83.09,36.79,233.6,8.7,0.824,3.68,High Stress
1023,2024-02-12 14:00:00,41.98,27.14,7.88,92.37,27.12,925.5,9.54,0.263,5.22,Healthy
1024,2024-02-12 15:00:00,43.84,18.31,7.3,81.52,22.64,587.58,6.82,0.78,1.2,Moderate Stress
1025,2024-02-12 16:00:00,42.77,11.41,7.83,69.25,27.94,568.26,5.58,0.275,8.1,Moderate Stress
1026,2024-02-12 17:00:00,23.97,19.35,6.82,62.07,24.55,653.17,0.23,0.861,3.85,High Stress
1027,2024-02-12 18:00:00,39.48,33.61,6.15,32.6,29.11,319.51,0.59,0.428,8.68,Healthy
1028,2024-02-12 19:00:00,38.78,26.04,5.63,93.98,17.86,575.33,2.17,0.691,8.22,High Stress
1029,2024-02-12 20:00:00,17.76,26.79,7.32,54.93,39.92,864.9,2.02,0.566,6.95,Healthy
1030,2024-02-12 21:00:00,38.16,25.81,5.8,39.89,25.64,212.39,2.7,0.475,3.92,High Stress
1031,2024-02-12 22:00:00,6.48,14.97,6.26,73.34,23.71,418.33,3.19,0.684,5.65,High Stress
1032,2024-02-12 23:00:00,28.85,20.46,6.83,48.48,32.76,201.96,3.73,0.911,5.0,Moderate Stress
1033,2024-02-13 00:00:00,14.2,28.77,6.91,68.08,24.1,532.57,4.32,0.231,4.05,Healthy
1034,2024-02-13 01:00:00,9.82,12.53,7.0,68.14,35.83,782.65,1.17,0.889,8.63,Healthy
1035,2024-02-13 02:00:00,8.08,16.95,5.92,58.97,26.36,839.02,0.62,0.657,5.35,Moderate Stress
1036,2024-02-13 03:00:00,32.85,16.91,6.45,84.35,32.99,956.15,6.8,0.805,8.49,Moderate Stress
1037,2024-02-13 04:00:00,18.59,20.8,7.04,47.22,17.69,686.8,5.47,0.488,1.95,Moderate Stress
1038,2024-02-13 05:00:00,33.99,34.51,7.92,59.16,36.15,403.7,4.55,0.554,2.27,Moderate Stress
1039,2024-02-13 06:00:00,7.61,11.69,7.32,64.95,33.39,939.32,6.42,0.852,9.8,Healthy
1040,2024-02-13 07:00:00,17.61,22.97,7.81,73.14,20.29,820.25,8.31,0.511,6.29,Healthy
1041,2024-02-13 08:00:00,26.58,14.48,7.41,80.96,18.63,659.54,4.39,0.601,5.59,Moderate Stress
1042,2024-02-13 09:00:00,36.63,34.27,6.98,55.66,22.91,756.51,6.48,0.215,5.71,High Stress
1043,2024-02-13 10:00:00,17.75,12.83,5.98,71.99,39.4,939.45,9.55,0.319,2.94,High Stress
1044,2024-02-13 11:00:00,30.04,20.09,7.17,39.79,21.42,769.92,8.43,0.681,7.47,High Stress
1045,2024-02-13 12:00:00,40.44,28.45,7.06,90.62,26.4,494.7,4.37,0.738,1.76,High Stress
1046,2024-02-13 13:00:00,29.63,27.61,7.01,54.9,15.75,770.42,6.52,0.637,6.16,Healthy
1047,2024-02-13 14:00:00,14.32,20.57,6.72,77.42,24.93,232.22,1.94,0.307,6.14,Healthy
1048,2024-02-13 15:00:00,5.98,18.66,6.82,31.32,29.28,509.13,5.69,0.534,9.23,Healthy
1049,2024-02-13 16:00:00,39.8,19.94,6.34,43.34,38.83,525.06,9.82,0.466,5.74,High Stress
1050,2024-02-13 17:00:00,5.85,16.61,6.8,61.66,27.92,333.47,5.28,0.572,2.23,Moderate Stress
1051,2024-02-13 18:00:00,39.99,15.13,5.99,87.09,35.48,218.47,9.29,0.853,6.15,High Stress
1052,2024-02-13 19:00:00,26.16,22.08,7.51,64.27,28.68,306.7,4.19,0.782,1.82,Healthy
1053,2024-02-13 20:00:00,42.56,16.71,5.96,90.44,16.02,723.7,9.99,0.263,2.83,High Stress
1054,2024-02-13 21:00:00,36.95,17.19,5.71,61.45,22.88,841.83,5.88,0.868,1.28,Moderate Stress
1055,2024-02-13 22:00:00,44.92,26.42,6.59,61.88,29.39,990.56,0.61,0.554,5.62,Moderate Stress
1056,2024-02-13 23:00:00,19.03,34.21,7.15,37.78,38.76,477.09,5.95,0.758,1.76,High Stress
1057,2024-02-14 00:00:00,35.69,25.09,6.59,82.17,36.48,679.5,2.89,0.305,5.22,Healthy
1058,2024-02-14 01:00:00,21.08,11.92,6.19,46.05,20.71,949.72,0.52,0.703,9.4,Healthy
1059,2024-02-14 02:00:00,24.2,11.89,6.9,88.47,20.5,333.63,8.24,0.377,7.48,Healthy
1060,2024-02-14 03:00:00,30.1,33.79,6.37,89.2,20.03,774.12,2.9,0.529,1.7,High Stress
1061,2024-02-14 04:00:00,39.95,17.43,7.83,91.32,38.06,803.98,8.01,0.213,3.02,Healthy
1062,2024-02-14 05:00:00,44.36,12.3,7.81,63.81,36.32,271.18,3.02,0.314,7.06,High Stress
1063,2024-02-14 06:00:00,35.73,24.98,6.76,74.01,34.37,889.0,2.1,0.269,9.05,Healthy
1064,2024-02-14 07:00:00,21.71,25.59,6.32,80.6,24.82,850.48,9.74,0.38,1.3,Moderate Stress
1065,2024-02-14 08:00:00,21.85,26.21,7.34,38.52,27.61,226.72,3.74,0.275,8.31,Moderate Stress
1066,2024-02-14 09:00:00,34.5,16.69,5.59,69.06,26.61,272.87,6.09,0.719,6.06,Healthy
1067,2024-02-14 10:00:00,14.55,10.38,6.69,32.23,21.33,239.3,6.18,0.222,5.91,High Stress
1068,2024-02-14 11:00:00,9.42,34.13,6.34,62.34,27.63,467.79,5.69,0.663,9.62,Healthy
1069,2024-02-14 12:00:00,19.18,16.27,7.8,40.06,15.76,607.43,9.16,0.306,7.73,High Stress
1070,2024-02-14 13:00:00,16.49,26.9,5.53,41.89,18.3,625.88,6.81,0.909,8.65,Moderate Stress
1071,2024-02-14 14:00:00,16.85,27.67,6.88,53.73,37.16,414.13,4.16,0.9,4.19,High Stress
1072,2024-02-14 15:00:00,14.34,25.25,7.35,58.11,33.79,929.28,8.65,0.369,5.99,Healthy
1073,2024-02-14 16:00:00,6.68,17.82,6.71,70.51,25.57,494.61,1.97,0.661,6.54,Moderate Stress
1074,2024-02-14 17:00:00,5.71,16.78,5.71,34.84,27.93,236.44,5.53,0.221,3.89,High Stress
1075,2024-02-14 18:00:00,44.51,24.94,7.93,62.74,24.25,440.18,9.52,0.899,6.13,High Stress
1076,2024-02-14 19:00:00,22.11,31.65,6.8,41.87,33.52,624.89,6.33,0.592,3.13,Moderate Stress
1077,2024-02-14 20:00:00,20.37,33.67,7.04,67.31,34.6,526.58,8.21,0.232,2.29,Healthy
1078,2024-02-14 21:00:00,32.19,12.65,6.09,71.43,34.08,419.07,6.6,0.457,4.37,Moderate Stress
1079,2024-02-14 22:00:00,13.73,13.87,6.71,66.19,33.07,305.06,8.43,0.258,7.65,Healthy
1080,2024-02-14 23:00:00,43.0,33.62,6.57,77.99,20.11,855.33,9.46,0.495,9.25,Healthy
1081,2024-02-15 00:00:00,36.45,28.41,5.69,51.81,23.45,996.92,2.87,0.702,5.12,High Stress
1082,2024-02-15 01:00:00,8.58,32.07,5.77,79.73,26.75,463.63,1.86,0.552,6.79,Healthy
1083,2024-02-15 02:00:00,21.7,15.07,7.59,58.13,23.27,505.3,4.94,0.488,1.93,Healthy
1084,2024-02-15 03:00:00,40.16,24.69,6.1,61.47,33.87,694.43,7.08,0.289,9.14,Moderate Stress
1085,2024-02-15 04:00:00,42.79,27.53,5.99,72.13,23.23,774.75,2.43,0.384,6.12,Moderate Stress
1086,2024-02-15 05:00:00,23.7,27.0,6.76,31.19,18.46,513.62,0.24,0.275,8.02,Healthy
1087,2024-02-15 06:00:00,29.54,20.2,7.42,72.51,24.98,923.94,3.56,0.806,8.15,High Stress
1088,2024-02-15 07:00:00,11.68,10.38,5.65,70.21,39.5,648.0,9.69,0.301,3.31,Moderate Stress
1089,2024-02-15 08:00:00,44.65,24.57,6.94,50.14,20.65,560.31,7.01,0.647,5.76,High Stress
1090,2024-02-15 09:00:00,14.27,16.33,5.8,35.58,30.3,717.34,4.13,0.457,9.64,Moderate Stress
1091,2024-02-15 10:00:00,42.71,21.26,5.59,35.91,25.82,962.24,2.09,0.369,1.81,Moderate Stress
1092,2024-02-15 11:00:00,30.99,33.94,5.63,90.01,16.78,835.64,3.69,0.68,7.15,Healthy
1093,2024-02-15 12:00:00,29.31,19.98,7.59,74.8,27.2,232.01,1.86,0.543,9.66,Moderate Stress
1094,2024-02-15 13:00:00,25.51,31.0,5.79,38.26,32.55,465.85,1.24,0.5,3.71,Moderate Stress
1095,2024-02-15 14:00:00,14.23,14.71,5.61,53.19,27.83,576.44,9.09,0.645,8.75,High Stress
1096,2024-02-15 15:00:00,12.06,26.81,6.59,68.51,36.8,451.61,9.98,0.568,9.4,Moderate Stress
1097,2024-02-15 16:00:00,13.82,34.43,7.61,84.31,22.22,760.15,1.81,0.428,7.72,Moderate Stress
1098,2024-02-15 17:00:00,12.46,12.55,6.16,32.84,17.16,861.02,0.73,0.619,3.08,High Stress
1099,2024-02-15 18:00:00,36.18,10.21,6.55,45.38,38.41,785.08,3.43,0.702,4.01,Healthy
1100,2024-02-15 19:00:00,19.01,20.84,5.6,87.83,24.45,991.47,4.72,0.22,1.32,Healthy
1101,2024-02-15 20:00:00,7.31,12.32,6.62,30.6,29.41,418.04,2.21,0.549,8.48,Moderate Stress
1102,2024-02-15 21:00:00,43.76,28.71,6.94,43.09,34.8,899.99,3.15,0.243,8.65,Moderate Stress
1103,2024-02-15 22:00:00,40.35,32.86,6.93,92.34,23.11,813.3,2.17,0.34,6.69,High Stress
1104,2024-02-15 23:00:00,42.11,20.85,6.33,69.87,32.9,489.74,7.79,0.62,4.17,Healthy
1105,2024-02-16 00:00:00,44.8,16.47,6.29,47.01,18.39,787.3,7.18,0.85,1.69,Healthy
1106,2024-02-16 01:00:00,11.96,20.86,5.77,34.35,22.28,283.26,6.42,0.862,7.78,Healthy
1107,2024-02-16 02:00:00,20.85,28.09,6.42,31.83,18.62,831.47,3.99,0.252,7.54,High Stress
1108,2024-02-16 03:00:00,35.33,10.23,5.75,45.91,35.28,625.86,9.11,0.514,9.21,High Stress
1109,2024-02-16 04:00:00,32.84,24.74,7.42,87.3,20.57,433.83,9.7,0.637,7.57,High Stress
1110,2024-02-16 05:00:00,11.16,25.33,7.92,57.03,32.94,724.62,1.9,0.31,8.46,Moderate Stress
1111,2024-02-16 06:00:00,37.63,25.94,7.93,76.82,38.58,713.3,2.39,0.774,7.71,Healthy
1112,2024-02-16 07:00:00,13.98,16.05,7.66,89.69,28.19,367.59,5.35,0.758,6.68,Moderate Stress
1113,2024-02-16 08:00:00,13.95,27.85,7.0,56.52,28.5,224.32,1.09,0.878,4.84,Moderate Stress
1114,2024-02-16 09:00:00,26.48,12.28,7.25,42.43,26.53,546.9,4.48,0.206,9.12,High Stress
1115,2024-02-16 10:00:00,28.72,14.98,6.21,63.61,23.15,655.61,5.9,0.363,6.86,Healthy
1116,2024-02-16 11:00:00,28.2,31.94,7.08,89.03,26.89,901.28,5.32,0.82,4.59,Moderate Stress
1117,2024-02-16 12:00:00,8.66,28.47,6.64,82.28,30.07,942.57,3.44,0.703,1.75,Healthy
1118,2024-02-16 13:00:00,40.1,10.34,6.71,34.28,39.65,623.04,5.52,0.871,3.62,Moderate Stress
1119,2024-02-16 14:00:00,15.62,16.21,7.39,75.02,38.44,803.04,9.6,0.243,5.89,High Stress
1120,2024-02-16 15:00:00,10.18,15.36,6.2,67.17,36.55,551.44,2.22,0.648,3.48,Moderate Stress
1121,2024-02-16 16:00:00,40.55,16.77,6.3,88.99,37.23,796.87,6.62,0.627,2.99,High Stress
1122,2024-02-16 17:00:00,43.23,16.19,7.81,37.96,26.7,363.84,0.63,0.227,5.75,Healthy
1123,2024-02-16 18:00:00,39.49,11.56,5.64,64.71,31.44,496.85,0.85,0.585,2.53,Moderate Stress
1124,2024-02-16 19:00:00,37.38,21.47,6.71,87.17,37.38,707.38,5.61,0.657,8.2,Moderate Stress
1125,2024-02-16 20:00:00,31.21,28.32,7.78,56.65,24.82,214.53,1.23,0.343,5.36,High Stress
1126,2024-02-16 21:00:00,27.03,25.17,7.03,61.33,39.04,777.97,0.42,0.405,6.16,High Stress
1127,2024-02-16 22:00:00,8.48,26.82,6.87,34.58,25.39,868.43,1.88,0.68,2.33,Healthy
1128,2024-02-16 23:00:00,21.34,12.03,6.12,48.08,30.03,519.31,5.74,0.551,3.92,High Stress
1129,2024-02-17 00:00:00,19.91,33.79,6.36,51.09,32.75,558.35,7.09,0.844,4.69,Healthy
1130,2024-02-17 01:00:00,15.39,30.96,7.63,91.43,38.76,881.03,2.18,0.457,8.27,Moderate Stress
1131,2024-02-17 02:00:00,33.94,30.13,6.9,48.37,21.12,820.52,6.75,0.4,7.93,Healthy
1132,2024-02-17 03:00:00,24.84,30.57,6.79,59.96,33.65,430.52,1.99,0.939,3.01,Healthy
1133,2024-02-17 04:00:00,8.24,33.32,5.75,73.63,28.02,459.18,6.21,0.883,6.55,Healthy
1134,2024-02-17 05:00:00,13.81,23.61,5.54,40.54,21.71,743.1,4.24,0.222,3.19,Moderate Stress
1135,2024-02-17 06:00:00,32.33,15.01,7.91,61.62,34.42,650.56,6.61,0.778,9.89,Moderate Stress
1136,2024-02-17 07:00:00,8.05,25.42,6.44,78.01,28.81,329.78,9.95,0.283,9.57,High Stress
1137,2024-02-17 08:00:00,39.05,28.57,7.01,86.35,31.52,447.94,9.39,0.221,6.07,Healthy
1138,2024-02-17 09:00:00,24.81,28.45,5.7,70.71,23.07,919.99,0.24,0.405,7.29,Moderate Stress
1139,2024-02-17 10:00:00,24.22,23.04,7.21,73.49,27.03,750.54,8.88,0.402,8.21,Healthy
1140,2024-02-17 11:00:00,28.7,11.71,7.83,38.21,30.43,988.78,0.85,0.814,7.49,Healthy
1141,2024-02-17 12:00:00,37.99,19.28,6.94,91.48,25.12,813.61,9.54,0.733,7.3,Healthy
1142,2024-02-17 13:00:00,18.91,33.02,5.82,38.62,19.96,953.58,2.96,0.936,9.63,Moderate Stress
1143,2024-02-17 14:00:00,32.12,24.61,6.95,80.35,39.04,372.95,3.94,0.734,6.37,Healthy
1144,2024-02-17 15:00:00,27.63,23.46,7.42,47.21,27.79,817.19,1.1,0.514,6.73,Healthy
1145,2024-02-17 16:00:00,15.68,16.72,6.52,90.68,33.35,216.17,1.3,0.724,8.64,High Stress
1146,2024-02-17 17:00:00,40.15,19.21,7.7,76.8,25.28,736.61,7.32,0.95,7.03,Healthy
1147,2024-02-17 18:00:00,36.9,32.38,7.12,79.0,23.88,575.43,9.45,0.733,7.6,High Stress
1148,2024-02-17 19:00:00,31.34,26.66,7.75,44.24,25.18,477.41,6.19,0.771,3.11,Healthy
1149,2024-02-17 20:00:00,39.02,29.68,7.06,58.8,25.23,889.92,7.22,0.904,4.34,High Stress
1150,2024-02-17 21:00:00,39.69,21.36,5.83,70.16,28.6,883.41,7.67,0.285,2.33,Moderate Stress
1151,2024-02-17 22:00:00,33.33,25.76,6.27,80.05,28.59,217.84,2.78,0.729,5.55,Moderate Stress
1152,2024-02-17 23:00:00,38.48,16.21,6.0,36.76,27.43,687.6,0.64,0.838,5.1,Healthy
1153,2024-02-18 00:00:00,32.9,27.64,7.77,92.55,18.37,494.27,0.22,0.916,9.97,High Stress
1154,2024-02-18 01:00:00,32.21,20.69,7.4,87.86,27.4,532.53,3.64,0.358,6.5,Moderate Stress
1155,2024-02-18 02:00:00,29.74,21.06,7.19,47.57,19.23,865.63,2.57,0.578,8.08,Healthy
1156,2024-02-18 03:00:00,35.11,26.23,6.25,83.48,18.15,447.87,0.81,0.71,4.01,Healthy
1157,2024-02-18 04:00:00,11.34,33.41,5.96,63.69,38.32,954.44,1.96,0.386,8.48,High Stress
1158,2024-02-18 05:00:00,40.23,11.6,7.39,60.02,30.12,343.71,1.42,0.65,6.54,High Stress
1159,2024-02-18 06:00:00,39.87,30.62,6.69,50.44,31.49,730.18,9.17,0.393,7.27,Healthy
1160,2024-02-18 07:00:00,6.17,17.31,6.06,67.76,25.04,737.68,1.57,0.45,3.65,High Stress
1161,2024-02-18 08:00:00,38.03,21.1,7.04,77.44,37.72,401.76,5.47,0.531,5.94,High Stress
1162,2024-02-18 09:00:00,10.15,10.55,5.6,56.71,30.95,459.8,6.01,0.597,6.71,Moderate Stress
1163,2024-02-18 10:00:00,18.4,17.53,6.32,70.9,34.23,867.84,5.53,0.537,6.3,High Stress
1164,2024-02-18 11:00:00,34.74,22.57,6.67,75.46,24.21,809.44,1.17,0.57,9.24,Healthy
1165,2024-02-18 12:00:00,11.43,11.4,5.87,76.22,39.0,463.28,3.32,0.424,9.08,High Stress
1166,2024-02-18 13:00:00,37.72,22.28,7.96,33.38,35.51,627.17,0.7,0.319,9.74,Healthy
1167,2024-02-18 14:00:00,38.29,33.18,6.02,85.88,36.35,249.34,4.08,0.236,7.01,Healthy
1168,2024-02-18 15:00:00,25.3,12.63,5.83,59.79,19.3,367.0,2.05,0.347,9.75,High Stress
1169,2024-02-18 16:00:00,5.26,29.11,6.01,47.06,21.77,588.66,5.7,0.636,8.49,High Stress
1170,2024-02-18 17:00:00,16.48,20.24,7.42,45.71,22.14,268.78,6.99,0.79,3.44,High Stress
1171,2024-02-18 18:00:00,29.68,26.38,6.56,61.4,21.77,874.67,5.41,0.327,4.85,Moderate Stress
1172,2024-02-18 19:00:00,44.25,16.51,6.91,87.64,36.39,774.4,4.46,0.281,3.15,Moderate Stress
1173,2024-02-18 20:00:00,30.27,13.99,5.55,54.59,15.8,954.91,4.0,0.762,1.04,High Stress
1174,2024-02-18 21:00:00,15.39,14.01,5.59,78.73,16.9,754.77,8.45,0.429,2.69,Healthy
1175,2024-02-18 22:00:00,30.36,11.76,6.61,36.29,21.85,952.32,2.35,0.914,1.04,High Stress
1176,2024-02-18 23:00:00,26.6,14.64,7.54,60.94,20.0,643.61,7.4,0.736,7.48,Moderate Stress
1177,2024-02-19 00:00:00,36.19,26.61,7.71,94.46,20.8,680.17,7.62,0.445,4.83,Moderate Stress
1178,2024-02-19 01:00:00,9.28,32.04,5.72,80.08,34.95,981.58,4.31,0.417,3.81,High Stress
1179,2024-02-19 02:00:00,35.44,30.35,6.85,43.68,29.08,713.7,3.11,0.593,7.86,Healthy
1180,2024-02-19 03:00:00,26.65,27.13,7.78,62.59,15.14,224.63,4.81,0.259,8.49,Healthy
1181,2024-02-19 04:00:00,43.52,12.76,6.47,45.19,25.73,779.04,1.11,0.288,9.78,Moderate Stress
1182,2024-02-19 05:00:00,18.67,17.23,7.57,56.62,25.2,924.37,0.65,0.332,6.78,Moderate Stress
1183,2024-02-19 06:00:00,30.3,17.75,5.83,80.71,17.85,836.46,1.29,0.781,5.15,Moderate Stress
1184,2024-02-19 07:00:00,42.28,16.25,7.84,80.13,31.9,667.07,2.03,0.585,3.75,Healthy
1185,2024-02-19 08:00:00,9.1,22.88,7.38,44.83,32.55,737.04,5.14,0.208,3.0,Moderate Stress
1186,2024-02-19 09:00:00,42.49,23.39,7.85,89.94,33.02,992.15,8.52,0.705,2.92,Moderate Stress
1187,2024-02-19 10:00:00,32.52,18.92,7.19,68.52,33.21,272.53,2.51,0.518,4.68,Healthy
1188,2024-02-19 11:00:00,7.71,18.84,6.41,54.7,15.0,733.8,9.36,0.583,9.93,Moderate Stress
1189,2024-02-19 12:00:00,17.04,30.71,7.85,62.63,38.85,426.72,9.56,0.361,1.01,Moderate Stress
1190,2024-02-19 13:00:00,33.33,29.73,6.19,69.33,35.36,712.07,9.6,0.614,2.77,High Stress
1191,2024-02-19 14:00:00,7.69,17.69,6.33,66.39,37.6,686.1,8.41,0.934,2.7,Moderate Stress
1192,2024-02-19 15:00:00,28.29,32.84,7.25,61.62,15.39,322.77,3.77,0.255,7.45,High Stress
1193,2024-02-19 16:00:00,18.84,33.82,7.41,62.82,38.35,365.4,0.91,0.413,4.17,Moderate Stress
1194,2024-02-19 17:00:00,29.84,18.17,7.82,41.47,35.24,697.3,5.77,0.382,5.12,Moderate Stress
1195,2024-02-19 18:00:00,6.83,18.86,6.01,82.83,35.93,302.58,5.68,0.386,2.34,High Stress
1196,2024-02-19 19:00:00,39.86,22.64,7.49,65.21,17.33,412.14,8.53,0.484,4.64,Moderate Stress
1197,2024-02-19 20:00:00,43.94,33.53,7.35,38.52,33.47,868.2,9.96,0.814,1.93,High Stress
1198,2024-02-19 21:00:00,43.76,31.91,5.66,79.8,39.0,461.67,5.18,0.885,5.8,Moderate Stress
1199,2024-02-19 22:00:00,34.99,12.56,6.47,90.61,31.96,590.45,3.58,0.352,1.88,High Stress
1200,2024-02-19 23:00:00,10.2,19.82,6.21,91.57,29.26,952.91,2.02,0.607,8.11,High Stress
1201,2024-02-20 00:00:00,35.33,23.83,6.26,53.99,38.64,381.72,0.25,0.678,6.1,Moderate Stress
1202,2024-02-20 01:00:00,5.98,22.58,7.96,38.81,26.07,511.7,5.19,0.591,7.52,Moderate Stress
1203,2024-02-20 02:00:00,5.88,14.85,7.11,63.7,29.98,685.17,5.64,0.526,4.77,High Stress
1204,2024-02-20 03:00:00,17.94,31.47,7.29,37.32,26.91,804.27,8.28,0.344,4.43,Healthy
1205,2024-02-20 04:00:00,24.55,26.92,7.94,90.71,38.32,921.32,5.14,0.566,1.88,Moderate Stress
1206,2024-02-20 05:00:00,35.82,30.95,6.44,41.93,16.9,932.38,9.18,0.501,5.71,Moderate Stress
1207,2024-02-20 06:00:00,32.33,31.47,7.5,46.43,27.53,821.31,6.36,0.797,5.63,Healthy
1208,2024-02-20 07:00:00,22.84,28.71,6.59,56.43,32.17,382.66,8.44,0.773,5.21,Healthy
1209,2024-02-20 08:00:00,15.95,20.98,7.67,54.91,34.8,219.85,1.65,0.3,7.66,High Stress
1210,2024-02-20 09:00:00,44.88,25.26,5.95,81.65,29.58,507.02,8.58,0.266,8.49,Moderate Stress
1211,2024-02-20 10:00:00,22.05,14.01,7.87,59.66,37.72,313.24,6.82,0.881,7.76,High Stress
1212,2024-02-20 11:00:00,23.06,26.84,6.05,41.1,38.55,768.31,1.87,0.602,2.29,Moderate Stress
1213,2024-02-20 12:00:00,11.54,14.48,6.32,47.37,16.61,728.9,2.06,0.843,6.6,Healthy
1214,2024-02-20 13:00:00,36.79,27.35,7.39,63.09,25.06,235.18,9.28,0.244,1.72,High Stress
